377.907	10.0916
393.023	10.2652
411.628	10.4383
431.395	10.6111
451.163	10.8192
463.953	10.9933
487.209	11.2008
513.953	11.5134
543.023	11.7199
565.116	11.9629
595.349	12.2396
610.465	12.378
636.047	12.6204
656.977	12.793
677.907	12.9656
696.512	13.1034
712.791	13.2416
732.558	13.3792
755.814	13.5514
781.395	13.7937
793.023	13.9328
812.791	14.0351
830.233	14.1378
851.163	14.2751
866.279	14.3783
884.884	14.5161
906.977	14.7237
932.558	14.8956
947.674	14.9634
963.953	15.1016
979.07	15.1695
996.512	15.3075
